Order Date,Category,Sales
2011-03-07,Furniture,966.9840000000002
2011-03-07,Office Supplies,594.078
2011-03-10,Office Supplies,741.9560000000001
2011-03-11,Furniture,8.32
2011-03-11,Office Supplies,289.064
2011-03-11,Technology,620.9300000000001
2011-03-14,Furniture,1139.92
2011-03-14,Office Supplies,310.91999999999996
2011-03-14,Technology,657.71
2011-03-15,Furniture,45.696
2011-03-15,Office Supplies,325.086
2011-03-16,Technology,471.92
2011-03-17,Furniture,3265.23
2011-03-17,Office Supplies,695.128
2011-03-18,Furniture,1462.4499999999998
2011-03-18,Office Supplies,1904.518
2011-03-18,Technology,24739.748
2011-03-19,Furniture,25.008000000000003
2011-03-19,Office Supplies,71.53800000000001
2011-03-19,Technology,494.21600000000007
2011-03-21,Furniture,251.328
2011-03-21,Office Supplies,358.558
2011-03-21,Technology,3499.9300000000003
2011-03-22,Furniture,314.352
2011-03-22,Office Supplies,149.741
2011-03-23,Office Supplies,340.31199999999995
2011-03-23,Technology,604.752
2011-03-24,Furniture,40.48
2011-03-24,Office Supplies,24.900000000000002
2011-03-25,Furniture,366.786
2011-03-25,Office Supplies,46.879999999999995
2011-03-25,Technology,45.48
2011-03-26,Office Supplies,50.04600000000001
2011-03-26,Technology,95.084
2011-03-28,Furniture,1515.308
2011-03-28,Office Supplies,6.12
2011-03-28,Technology,302.376
2011-03-29,Furniture,890.8409999999999
2011-03-30,Furniture,332.96799999999996
2011-03-30,Office Supplies,585.4100000000001
2011-03-30,Technology,251.94400000000002
2011-03-31,Furniture,1125.4879999999998
2011-03-31,Office Supplies,754.08
2011-03-31,Technology,79.98400000000001
2011-04-01,Office Supplies,119.88799999999999
2011-04-02,Furniture,177.68
2011-04-02,Office Supplies,230.94800000000004
2011-04-02,Technology,1049.93
2011-04-03,Office Supplies,11.16
2011-04-03,Technology,222.29
2011-04-04,Furniture,5.47
2011-04-04,Office Supplies,370.394
2011-04-04,Technology,99.98
2011-04-05,Office Supplies,5266.107999999999
2011-04-05,Technology,28.99
2011-04-06,Furniture,933.384
2011-04-06,Office Supplies,266.652
2011-04-06,Technology,450.654
2011-04-07,Furniture,8.96
2011-04-07,Office Supplies,181.29000000000002
2011-04-07,Technology,830.9199999999998
2011-04-08,Furniture,1487.622
2011-04-08,Office Supplies,71.168
2011-04-08,Technology,399.96
2011-04-11,Office Supplies,113.944
2011-04-11,Technology,1801.2960000000003
2011-04-12,Furniture,308.499
2011-04-12,Office Supplies,90.168
2011-04-12,Technology,1513.4560000000001
2011-04-13,Office Supplies,566.648
2011-04-13,Technology,71.928
2011-04-15,Furniture,187.76
2011-04-15,Office Supplies,106.96
2011-04-16,Office Supplies,39.072
2011-04-18,Furniture,317.058
2011-04-18,Office Supplies,187.53
2011-04-18,Technology,515.944
2011-04-19,Furniture,76.14
2011-04-19,Office Supplies,129.33
2011-04-20,Furniture,1205.61
2011-04-20,Office Supplies,44.84000000000001
2011-04-21,Office Supplies,845.3599999999999
2011-04-22,Office Supplies,257.752
2011-04-23,Furniture,585.0799999999999
2011-04-23,Office Supplies,58.9
2011-04-25,Furniture,1790.29
2011-04-25,Office Supplies,287.328
2011-04-25,Technology,302.376
2011-04-26,Furniture,230.28000000000003
2011-04-26,Office Supplies,52.288000000000004
2011-04-28,Office Supplies,738.5360000000001
2011-04-28,Technology,1839.94
2011-04-29,Furniture,631.004
2011-04-29,Office Supplies,117.86000000000001
2011-04-29,Technology,19.98
2011-04-30,Office Supplies,1000.95
2011-04-30,Technology,47.79
2011-05-02,Office Supplies,26.136000000000003
2011-05-02,Technology,479.98400000000004
2011-05-03,Office Supplies,72.632
2011-05-04,Furniture,39.64
2011-05-04,Office Supplies,147.792
2011-05-05,Furniture,127.869
2011-05-05,Office Supplies,133.108
2011-05-06,Office Supplies,254.456
2011-05-07,Furniture,1066.5700000000002
2011-05-07,Office Supplies,24.78
2011-05-08,Technology,1799.9699999999998
2011-05-09,Office Supplies,158.70999999999998
2011-05-09,Technology,235.76999999999998
2011-05-10,Furniture,606.749
2011-05-10,Office Supplies,261.45
2011-05-10,Technology,1475.6000000000001
2011-05-11,Furniture,1279.072
2011-05-11,Office Supplies,157.962
2011-05-11,Technology,205.768
2011-05-12,Furniture,734.846
2011-05-13,Furniture,279.456
2011-05-13,Office Supplies,468.956
2011-05-13,Technology,149.97
2011-05-14,Furniture,310.88000000000005
2011-05-16,Furniture,232.88
2011-05-16,Technology,56.400000000000006
2011-05-17,Office Supplies,91.67999999999999
2011-05-18,Furniture,149.232
2011-05-18,Office Supplies,19.92
2011-05-18,Technology,779.796
2011-05-19,Office Supplies,91.62
2011-05-20,Furniture,150.192
2011-05-20,Office Supplies,149.128
2011-05-20,Technology,20.784000000000002
2011-05-21,Furniture,107.772
2011-05-21,Office Supplies,3538.5860000000002
2011-05-21,Technology,617.97
2011-05-22,Technology,180.93
2011-05-23,Office Supplies,268.57
2011-05-23,Technology,55.188
2011-05-24,Office Supplies,116.28
2011-05-25,Furniture,29.32
2011-05-25,Office Supplies,90.21999999999998
2011-05-26,Furniture,875.734
2011-05-26,Office Supplies,164.416
2011-05-26,Technology,285.568
2011-05-27,Furniture,567.12
2011-05-27,Office Supplies,376.78
2011-05-27,Technology,1213.494
2011-05-28,Office Supplies,136.96
2011-05-28,Technology,85.00800000000001
2011-05-30,Furniture,355.455
2011-05-30,Office Supplies,385.482
2011-05-30,Technology,1183.976
2011-05-31,Technology,773.7
2011-06-01,Furniture,2024.0600000000002
2011-06-01,Office Supplies,2282.5299999999997
2011-06-01,Technology,881.93
2011-06-02,Furniture,73.32000000000001
2011-06-02,Office Supplies,425.308
2011-06-02,Technology,239.96999999999997
2011-06-03,Furniture,577.424
2011-06-03,Office Supplies,163.912
2011-06-04,Furniture,424.48799999999994
2011-06-04,Office Supplies,31.784
2011-06-06,Furniture,991.7640000000001
2011-06-06,Office Supplies,382.23699999999997
2011-06-07,Furniture,268.935
2011-06-07,Office Supplies,12.461999999999996
2011-06-08,Furniture,755.904
2011-06-08,Office Supplies,1745.3600000000001
2011-06-09,Furniture,3233.744
2011-06-09,Office Supplies,338.712
2011-06-09,Technology,1890.5520000000001
2011-06-10,Office Supplies,491.55
2011-06-13,Office Supplies,14.52
2011-06-14,Furniture,212.94
2011-06-15,Furniture,897.862
2011-06-15,Office Supplies,45.112
2011-06-16,Furniture,647.84
2011-06-16,Office Supplies,115.952
2011-06-17,Furniture,6.24
2011-06-17,Office Supplies,3346.2920000000004
2011-06-17,Technology,65.97
2011-06-18,Technology,139.8
2011-06-20,Furniture,193.0656
2011-06-20,Office Supplies,1015.5000000000001
2011-06-20,Technology,620.384
2011-06-21,Furniture,107.994
2011-06-21,Office Supplies,255.92000000000002
2011-06-21,Technology,3743.529
2011-06-22,Furniture,1023.9879999999998
2011-06-22,Office Supplies,671.9760000000001
2011-06-22,Technology,279.534
2011-06-23,Office Supplies,23.119999999999997
2011-06-23,Technology,86.376
2011-06-24,Furniture,4.272
2011-06-25,Furniture,447.84
2011-06-25,Office Supplies,80.96000000000001
2011-06-25,Technology,263.96000000000004
2011-06-27,Furniture,85.98
2011-06-27,Office Supplies,306.2
2011-06-27,Technology,223.96
2011-06-28,Furniture,1228.465
2011-06-28,Office Supplies,417.32599999999996
2011-06-29,Office Supplies,46.67999999999999
2011-06-30,Office Supplies,739.624
2011-07-01,Office Supplies,25.104000000000003
2011-07-01,Technology,575.92
2011-07-02,Office Supplies,5.58
2011-07-02,Technology,73.98
2011-07-04,Office Supplies,247.40800000000002
2011-07-05,Furniture,232.73600000000002
2011-07-05,Office Supplies,731.3980000000001
2011-07-05,Technology,479.97
2011-07-06,Furniture,478.48
2011-07-06,Technology,559.9920000000001
2011-07-07,Furniture,241.194
2011-07-08,Furniture,566.3700000000001
2011-07-08,Office Supplies,196.704
2011-07-09,Furniture,119.83299999999998
2011-07-09,Office Supplies,145.68800000000002
2011-07-11,Furniture,979.0500000000001
2011-07-11,Office Supplies,269.368
2011-07-11,Technology,938.7880000000001
2011-07-12,Furniture,1333.846
2011-07-12,Office Supplies,346.39
2011-07-12,Technology,279.77600000000007
2011-07-13,Furniture,351.216
2011-07-14,Furniture,31.983999999999998
2011-07-14,Office Supplies,184.856
2011-07-14,Technology,75.75399999999999
2011-07-15,Office Supplies,6.540000000000001
2011-07-15,Technology,2.9699999999999998
2011-07-18,Furniture,259.136
2011-07-18,Office Supplies,13.904
2011-07-19,Furniture,70.55999999999999
2011-07-19,Office Supplies,30.786
2011-07-19,Technology,359.98
2011-07-20,Furniture,1041.132
2011-07-20,Office Supplies,1202.714
2011-07-20,Technology,41.94
2011-07-21,Furniture,1732.346
2011-07-21,Office Supplies,193.156
2011-07-21,Technology,35.98
2011-07-22,Furniture,888.0720000000001
2011-07-22,Office Supplies,300.292
2011-07-22,Technology,159.98
2011-07-23,Office Supplies,58.10000000000001
2011-07-23,Technology,2555.084
2011-07-25,Furniture,77.92
2011-07-25,Office Supplies,8263.369999999999
2011-07-26,Furniture,919.4480000000001
2011-07-26,Office Supplies,2494.5259999999994
2011-07-26,Technology,1626.02
2011-07-27,Office Supplies,342.05999999999995
2011-07-27,Technology,238.0
2011-07-28,Furniture,129.888
2011-07-28,Office Supplies,63.264
2011-07-30,Furniture,1367.84
2011-08-01,Furniture,44.128
2011-08-01,Office Supplies,184.20000000000002
2011-08-02,Office Supplies,865.08
2011-08-02,Technology,21.2
2011-08-03,Furniture,218.75
2011-08-03,Office Supplies,259.244
2011-08-04,Office Supplies,2087.774
2011-08-04,Technology,655.38
2011-08-05,Furniture,1962.724
2011-08-05,Office Supplies,293.65
2011-08-05,Technology,152.35000000000002
2011-08-06,Technology,262.89
2011-08-08,Furniture,658.472
2011-08-08,Office Supplies,705.275
2011-08-08,Technology,2591.882
2011-08-09,Office Supplies,2116.965
2011-08-09,Technology,1488.7200000000003
2011-08-11,Furniture,12.35
2011-08-11,Office Supplies,439.27
2011-08-12,Furniture,85.44
2011-08-12,Office Supplies,509.066
2011-08-12,Technology,1237.874
2011-08-15,Furniture,195.136
2011-08-15,Office Supplies,647.646
2011-08-16,Furniture,853.0919999999999
2011-08-17,Office Supplies,160.382
2011-08-17,Technology,339.96
2011-08-19,Furniture,928.0600000000001
2011-08-19,Office Supplies,511.046
2011-08-20,Furniture,921.612
2011-08-20,Office Supplies,917.11
2011-08-22,Office Supplies,23.104000000000003
2011-08-23,Furniture,4.224
2011-08-23,Office Supplies,417.36
2011-08-23,Technology,143.64000000000001
2011-08-24,Furniture,13.28
2011-08-24,Office Supplies,46.46
2011-08-25,Furniture,6.28
2011-08-25,Office Supplies,342.326
2011-08-25,Technology,1103.044
2011-08-26,Furniture,10.68
2011-08-26,Office Supplies,29.36
2011-08-26,Technology,326.77
2011-08-27,Furniture,1232.06
2011-08-27,Office Supplies,44.64
2011-08-27,Technology,793.43
2011-08-29,Furniture,174.0585
2011-08-29,Office Supplies,658.2640000000001
2011-08-30,Office Supplies,121.24
2011-08-31,Technology,92.52
2011-09-01,Office Supplies,112.436
2011-09-01,Technology,357.0
2011-09-02,Furniture,70.71
2011-09-02,Office Supplies,1907.81
2011-09-02,Technology,1275.63
2011-09-03,Office Supplies,22.08
2011-09-05,Furniture,31.983999999999998
2011-09-05,Office Supplies,264.32
2011-09-06,Furniture,41.88
2011-09-06,Office Supplies,58.48
2011-09-07,Furniture,1714.5929999999998
2011-09-07,Office Supplies,651.076
2011-09-07,Technology,1158.2060000000001
2011-09-08,Furniture,3855.4439999999995
2011-09-08,Office Supplies,1692.2559999999999
2011-09-08,Technology,8680.728
2011-09-09,Furniture,864.0239999999999
2011-09-09,Office Supplies,1679.354
2011-09-09,Technology,1500.21
2011-09-10,Furniture,1741.94
2011-09-10,Office Supplies,113.28800000000001
2011-09-11,Furniture,127.94999999999999
2011-09-12,Furniture,3825.8520000000003
2011-09-12,Office Supplies,936.202
2011-09-12,Technology,142.606
2011-09-13,Furniture,354.306
2011-09-13,Office Supplies,206.162
2011-09-13,Technology,714.94
2011-09-14,Furniture,629.7800000000001
2011-09-14,Office Supplies,1289.0159999999998
2011-09-14,Technology,3104.92
2011-09-15,Furniture,118.496
2011-09-15,Office Supplies,14.940000000000001
2011-09-16,Office Supplies,33.552
2011-09-17,Furniture,35.34
2011-09-17,Office Supplies,651.354
2011-09-17,Technology,133.829
2011-09-19,Furniture,961.0179999999999
2011-09-19,Office Supplies,172.694
2011-09-19,Technology,8204.925
2011-09-20,Furniture,3071.6400000000003
2011-09-20,Office Supplies,213.368
2011-09-20,Technology,2050.96
2011-09-21,Furniture,8.544
2011-09-21,Office Supplies,384.77
2011-09-21,Technology,2286.338
2011-09-22,Furniture,676.9680000000001
2011-09-22,Office Supplies,563.298
2011-09-23,Furniture,435.999
2011-09-23,Office Supplies,10142.354000000001
2011-09-23,Technology,83.98400000000001
2011-09-24,Office Supplies,211.96
2011-09-25,Furniture,300.53279999999995
2011-09-25,Office Supplies,54.356
2011-09-26,Furniture,752.304
2011-09-26,Office Supplies,571.334
2011-09-26,Technology,156.976
2011-09-27,Furniture,691.4599999999999
2011-09-27,Office Supplies,81.98
2011-09-28,Furniture,337.088
2011-09-28,Office Supplies,153.20399999999998
2011-09-29,Furniture,3153.3880000000004
2011-09-29,Office Supplies,4269.362
2011-09-29,Technology,686.32
2011-09-30,Furniture,15.24
2011-09-30,Office Supplies,972.2920000000001
2011-10-01,Office Supplies,4.71
2011-10-02,Office Supplies,42.208
2011-10-02,Technology,555.936
2011-10-03,Furniture,555.8389999999999
2011-10-03,Office Supplies,164.35600000000002
2011-10-03,Technology,142.488
2011-10-04,Furniture,589.41
2011-10-04,Office Supplies,139.33800000000002
2011-10-05,Office Supplies,91.92
2011-10-05,Technology,99.98
2011-10-06,Office Supplies,485.62
2011-10-06,Technology,9.09
2011-10-07,Furniture,129.92
2011-10-07,Office Supplies,107.44
2011-10-08,Office Supplies,123.92
2011-10-08,Technology,23.472
2011-10-09,Office Supplies,233.36800000000002
2011-10-09,Technology,15.991999999999999
2011-10-10,Furniture,169.224
2011-10-10,Office Supplies,302.27199999999993
2011-10-10,Technology,1577.8900000000003
2011-10-11,Furniture,505.9580000000001
2011-10-11,Office Supplies,530.206
2011-10-11,Technology,345.0
2011-10-12,Office Supplies,58.53
2011-10-13,Furniture,1544.53
2011-10-13,Office Supplies,618.9119999999999
2011-10-13,Technology,48.74
2011-10-14,Furniture,1628.82
2011-10-14,Office Supplies,719.7040000000001
2011-10-14,Technology,2176.96
2011-10-15,Furniture,198.75599999999997
2011-10-15,Office Supplies,7.968000000000001
2011-10-16,Office Supplies,14.352000000000002
2011-10-16,Technology,179.97
2011-10-17,Furniture,5.312
2011-10-17,Office Supplies,10.779999999999996
2011-10-17,Technology,119.97600000000001
2011-10-18,Furniture,1151.22
2011-10-18,Office Supplies,588.746
2011-10-18,Technology,1394.95
2011-10-19,Office Supplies,201.976
2011-10-19,Technology,439.12800000000004
2011-10-20,Furniture,328.59000000000003
2011-10-20,Office Supplies,852.546
2011-10-20,Technology,319.968
2011-10-21,Furniture,1000.9100000000001
2011-10-21,Office Supplies,355.692
2011-10-22,Furniture,223.808
2011-10-24,Office Supplies,56.49
2011-10-25,Office Supplies,63.106
2011-10-25,Technology,40.775999999999996
2011-10-26,Furniture,63.92
2011-10-26,Technology,383.96000000000004
2011-10-27,Office Supplies,22.320000000000004
2011-10-28,Furniture,616.998
2011-10-28,Office Supplies,635.604
2011-10-28,Technology,257.98
2011-10-29,Office Supplies,75.88
2011-10-29,Technology,2737.9320000000002
2011-10-31,Furniture,3591.032
2011-10-31,Office Supplies,703.164
2011-10-31,Technology,1067.83
2011-11-01,Furniture,100.38399999999999
2011-11-01,Office Supplies,1512.912
2011-11-01,Technology,3118.784
2011-11-02,Furniture,89.34
2011-11-02,Office Supplies,417.02200000000005
2011-11-02,Technology,1620.008
2011-11-03,Furniture,1355.388
2011-11-03,Office Supplies,554.845
2011-11-03,Technology,873.9300000000001
2011-11-04,Furniture,744.9499999999999
2011-11-04,Office Supplies,206.566
2011-11-04,Technology,5742.232
2011-11-05,Furniture,443.50800000000004
2011-11-05,Office Supplies,1093.29
2011-11-05,Technology,157.766
2011-11-06,Office Supplies,43.68
2011-11-07,Furniture,683.1439999999999
2011-11-07,Office Supplies,765.998
2011-11-08,Technology,333.576
2011-11-09,Furniture,279.186
2011-11-09,Office Supplies,590.94
2011-11-09,Technology,703.9680000000001
2011-11-10,Furniture,657.02
2011-11-10,Office Supplies,733.01
2011-11-10,Technology,612.526
2011-11-11,Furniture,2071.424
2011-11-11,Office Supplies,4415.426
2011-11-11,Technology,1627.6979999999999
2011-11-12,Furniture,722.1852000000001
2011-11-12,Office Supplies,125.08000000000001
2011-11-12,Technology,207.496
2011-11-14,Furniture,69.264
2011-11-14,Office Supplies,132.536
2011-11-14,Technology,832.93
2011-11-15,Furniture,10.11
2011-11-15,Office Supplies,998.2420000000001
2011-11-15,Technology,772.47
2011-11-16,Furniture,343.27049999999997
2011-11-16,Office Supplies,658.73
2011-11-16,Technology,353.928
2011-11-17,Furniture,5270.080000000001
2011-11-17,Office Supplies,6174.214
2011-11-17,Technology,99.98
2011-11-18,Furniture,2191.732
2011-11-18,Office Supplies,665.571
2011-11-18,Technology,549.5519999999999
2011-11-19,Furniture,1025.8799999999999
2011-11-19,Office Supplies,639.02
2011-11-19,Technology,5561.186000000001
2011-11-20,Office Supplies,73.62
2011-11-20,Technology,833.94
2011-11-21,Office Supplies,849.6819999999999
2011-11-21,Technology,399.94
2011-11-22,Office Supplies,1103.298
2011-11-23,Furniture,1147.1
2011-11-23,Office Supplies,180.64600000000002
2011-11-23,Technology,35.534
2011-11-24,Furniture,1029.808
2011-11-24,Office Supplies,1884.662
2011-11-24,Technology,2664.136
2011-11-25,Furniture,2302.9669999999996
2011-11-25,Office Supplies,1548.136
2011-11-25,Technology,564.592
2011-11-26,Furniture,19.3
2011-11-26,Office Supplies,968.394
2011-11-26,Technology,718.296
2011-11-27,Furniture,199.89999999999998
2011-11-27,Office Supplies,3.76
2011-11-28,Furniture,808.932
2011-11-28,Office Supplies,333.118
2011-11-28,Technology,1138.78
2011-11-29,Office Supplies,73.124
2011-11-29,Technology,575.92
2011-11-30,Office Supplies,116.91400000000002
2011-11-30,Technology,102.24000000000001
2011-12-01,Furniture,4513.606
2011-12-01,Office Supplies,82.92800000000001
2011-12-01,Technology,1027.8559999999998
2011-12-02,Furniture,1282.8
2011-12-02,Office Supplies,243.298
2011-12-02,Technology,245.71
2011-12-03,Office Supplies,25.92
2011-12-03,Technology,479.96
2011-12-04,Technology,129.98
2011-12-05,Office Supplies,2170.252
2011-12-05,Technology,793.39
2011-12-06,Furniture,525.192
2011-12-06,Office Supplies,1410.746
2011-12-06,Technology,35.04
2011-12-07,Office Supplies,548.3999999999999
2011-12-08,Furniture,723.24
2011-12-08,Office Supplies,215.28
2011-12-08,Technology,156.60000000000002
2011-12-09,Office Supplies,442.67600000000004
2011-12-09,Technology,1079.9759999999999
2011-12-10,Furniture,338.352
2011-12-10,Office Supplies,234.98399999999998
2011-12-12,Furniture,4695.6005000000005
2011-12-12,Office Supplies,242.80399999999997
2011-12-13,Furniture,182.388
2011-12-13,Office Supplies,110.764
2011-12-14,Furniture,322.834
2011-12-14,Office Supplies,19.887999999999998
2011-12-14,Technology,7298.936
2011-12-15,Furniture,1223.786
2011-12-15,Technology,40.68
2011-12-16,Furniture,2798.4320000000002
2011-12-16,Office Supplies,153.639
2011-12-16,Technology,1442.1160000000002
2011-12-17,Office Supplies,45.534
2011-12-19,Furniture,1819.8600000000001
2011-12-19,Office Supplies,250.156
2011-12-19,Technology,1366.744
2011-12-20,Furniture,4039.8140000000003
2011-12-20,Office Supplies,2337.266
2011-12-20,Technology,585.3599999999999
2011-12-21,Furniture,1897.92
2011-12-21,Office Supplies,35.52
2011-12-22,Office Supplies,798.9680000000001
2011-12-23,Furniture,118.1
2011-12-23,Office Supplies,824.008
2011-12-24,Furniture,346.62200000000007
2011-12-24,Office Supplies,548.698
2011-12-24,Technology,1054.882
2011-12-26,Furniture,1353.1580000000001
2011-12-26,Office Supplies,688.2560000000001
2011-12-27,Furniture,1212.798
2011-12-27,Office Supplies,1255.5900000000001
2011-12-27,Technology,498.0
2011-12-28,Office Supplies,3732.296
2011-12-29,Furniture,143.172
2011-12-29,Office Supplies,505.25199999999995
2011-12-29,Technology,1423.672
2011-12-30,Furniture,523.764
2011-12-30,Office Supplies,774.6110000000001
2011-12-30,Technology,874.2760000000001
2011-12-31,Furniture,2584.5280000000002
2011-12-31,Office Supplies,308.72799999999995
2011-12-31,Technology,2360.014
2012-01-02,Furniture,452.45
2012-01-02,Office Supplies,139.08
2012-01-02,Technology,1340.5660000000003
2012-01-03,Furniture,1352.3975999999998
2012-01-03,Office Supplies,17.424
2012-01-03,Technology,398.40000000000003
2012-01-04,Furniture,192.22
2012-01-04,Office Supplies,72.24000000000001
2012-01-05,Furniture,61.584
2012-01-05,Office Supplies,233.688
2012-01-06,Office Supplies,31.538000000000004
2012-01-09,Office Supplies,364.07
2012-01-10,Furniture,1018.1039999999999
2012-01-12,Office Supplies,475.548
2012-01-12,Technology,379.066
2012-01-13,Furniture,542.4499999999999
2012-01-13,Office Supplies,79.828
2012-01-17,Furniture,254.74400000000003
2012-01-17,Office Supplies,95.64000000000001
2012-01-19,Furniture,301.742
2012-01-23,Office Supplies,43.66
2012-01-24,Office Supplies,13.120000000000001
2012-01-26,Office Supplies,182.72
2012-01-27,Furniture,2985.906
2012-01-27,Technology,587.346
2012-01-28,Furniture,4297.644
2012-01-30,Furniture,227.35999999999999
2012-01-30,Office Supplies,14.303999999999998
2012-01-30,Technology,1919.976
2012-01-31,Furniture,53.34
2012-01-31,Office Supplies,45.92
2012-02-03,Furniture,256.202
2012-02-03,Office Supplies,86.664
2012-02-03,Technology,149.97
2012-02-06,Furniture,1552.74
2012-02-06,Office Supplies,861.2760000000001
2012-02-06,Technology,18.528000000000002
2012-02-07,Office Supplies,324.10999999999996
2012-02-08,Office Supplies,21.11
2012-02-08,Technology,107.982
2012-02-09,Furniture,244.70399999999998
2012-02-09,Office Supplies,40.096000000000004
2012-02-09,Technology,500.752
2012-02-10,Office Supplies,77.24000000000001
2012-02-14,Office Supplies,58.01400000000001
2012-02-14,Technology,1021.948
2012-02-15,Office Supplies,627.48
2012-02-15,Technology,974.9000000000001
2012-02-16,Office Supplies,160.43
2012-02-18,Furniture,35.544000000000004
2012-02-18,Office Supplies,70.3
2012-02-20,Office Supplies,286.78999999999996
2012-02-20,Technology,29.99
2012-02-21,Office Supplies,2591.1
2012-02-22,Office Supplies,79.36
2012-02-23,Office Supplies,37.776
2012-02-25,Office Supplies,25.869999999999997
2012-02-27,Furniture,493.9199999999999
2012-02-27,Office Supplies,20.451
2012-02-27,Technology,644.9000000000001
2012-02-28,Furniture,551.264
2012-02-29,Furniture,184.752
2012-02-29,Office Supplies,58.72
2012-02-29,Technology,15.984000000000002
2012-03-01,Furniture,1227.9984
2012-03-01,Office Supplies,58.88
2012-03-01,Technology,95.84
2012-03-02,Furniture,787.53
2012-03-02,Office Supplies,112.03999999999999
2012-03-05,Furniture,521.259
2012-03-05,Office Supplies,915.698
2012-03-05,Technology,532.31
2012-03-06,Furniture,435.26
2012-03-06,Technology,1119.9840000000002
2012-03-07,Office Supplies,99.72
2012-03-07,Technology,707.82
2012-03-08,Furniture,1746.9499999999998
2012-03-08,Office Supplies,46.396
2012-03-08,Technology,769.95
2012-03-09,Office Supplies,4.608
2012-03-09,Technology,473.4
2012-03-10,Office Supplies,90.932
2012-03-12,Furniture,37.288000000000004
2012-03-12,Office Supplies,13.728000000000002
2012-03-13,Furniture,1384.8560000000002
2012-03-14,Office Supplies,707.9
2012-03-15,Technology,16.776000000000003
2012-03-16,Furniture,215.09
2012-03-16,Office Supplies,6929.219999999999
2012-03-16,Technology,85.9
2012-03-17,Office Supplies,33.82
2012-03-17,Technology,15.02
2012-03-19,Furniture,383.46559999999994
2012-03-19,Office Supplies,1665.9679999999998
2012-03-19,Technology,3603.5060000000003
2012-03-20,Office Supplies,1348.2140000000002
2012-03-20,Technology,199.98
2012-03-21,Office Supplies,1270.379
2012-03-22,Furniture,91.96
2012-03-22,Office Supplies,419.168
2012-03-22,Technology,1970.296
2012-03-23,Furniture,107.772
2012-03-23,Office Supplies,285.56
2012-03-23,Technology,239.96999999999997
2012-03-24,Furniture,405.95799999999997
2012-03-24,Office Supplies,6.992000000000001
2012-03-26,Furniture,3393.68
2012-03-26,Office Supplies,1212.914
2012-03-26,Technology,16.776000000000003
2012-03-27,Office Supplies,83.69999999999999
2012-03-28,Office Supplies,77.104
2012-03-28,Technology,166.24
2012-03-29,Furniture,1186.8400000000001
2012-03-29,Office Supplies,318.99
2012-03-29,Technology,53.25
2012-03-30,Furniture,366.74399999999997
2012-03-30,Office Supplies,23.52
2012-03-30,Technology,180.96
